data created:, 21-Aug-2024
monthly global mean of baseline data from AGAGE GC-MD data
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data center when these data are
used within a publication.
CONTACT POINT:  raywang@eas.gatech.edu, rprinn@mit.edu, rfweiss@ucsd.edu
CREDIT FOR USE: This is a formal notification for data users. 
   scale: ---   ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-16      ---       TU1987      ---       SIO-98      ---
    unit: ---   ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppb      ---          ppb      ---          ppt      ---
 1992.958  12  1992      265.186    2.189      511.420    4.518       81.600    1.865      129.155    7.860      103.650    0.600      310.348    0.212     1737.499   34.831        0.000    0.000
 1993.042   1  1993      265.402    2.241      511.665    5.281       81.855    1.829      129.292    8.532      103.600    0.725      310.307    0.139     1733.900   36.932        0.000    0.000
 1993.125   2  1993      264.979    2.117      511.215    4.727       81.867    1.705      127.815    7.955      103.350    0.630      310.355    0.255     1735.023   38.512        0.000    0.000
 1993.208   3  1993      265.238    2.120      511.935    4.778       82.083    1.802      128.512    8.262      103.350    0.663      310.362    0.348     1738.381   37.643        0.000    0.000
 1993.292   4  1993      264.967    2.302      512.065    4.925       81.915    1.795      127.668    8.044      103.223    0.769      310.225    0.413     1736.926   35.923        0.000    0.000
 1993.375   5  1993      264.901    2.420      512.453    5.217       82.345    1.883      127.397    8.397      103.110    0.821      310.208    0.543     1738.758   36.419        0.000    0.000
 1993.458   6  1993      264.525    2.211      513.138    5.169       82.712    1.695      127.018    7.800      103.110    0.867      310.150    0.446     1731.438   26.265        0.000    0.000
 1993.542   7  1993      264.496    2.391      513.800    5.458       82.455    1.664      125.910    7.048      102.768    0.864      310.050    0.402     1730.992   22.543        0.000    0.000
 1993.625   8  1993      264.815    2.035      514.735    5.088       82.518    1.427      124.398    5.767      102.767    0.579      310.150    0.321     1736.841   25.812        0.000    0.000
 1993.708   9  1993      265.003    2.078      515.483    5.063       82.364    1.424      123.433    5.475      102.798    0.557      310.304    0.310     1745.399   31.513        0.000    0.000
 1993.792  10  1993      264.872    2.283      516.466    5.540       82.470    1.374      122.628    5.358      102.780    0.669      310.365    0.500     1756.928   39.782        0.000    0.000
 1993.875  11  1993      264.664    2.395      516.046    5.458       82.648    1.536      121.041    5.115      102.478    0.669      310.036    0.561     1750.003   37.417        0.000    0.000
 1993.958  12  1993      265.324    1.942      517.311    4.472       83.348    1.632      121.113    5.305      102.794    0.444      310.378    0.289     1744.781   37.192        0.000    0.000
 1994.042   1  1994      265.562    1.816      518.344    4.493       83.470    1.522      120.568    5.494      102.838    0.372      310.536    0.255     1745.523   40.528        0.000    0.000
 1994.125   2  1994      265.727    1.680      518.715    4.430       83.234    1.441      119.350    5.471      102.956    0.602      310.795    0.462     1745.127   39.291        8.600    2.100
 1994.208   3  1994      265.320    1.693      518.782    4.090       83.010    1.326      117.961    5.464      102.885    0.417      310.691    0.431     1738.100   37.396        7.110    1.500
 1994.292   4  1994      265.268    1.748      519.457    3.995       83.201    1.412      117.641    5.896      102.749    0.559      310.814    0.388     1741.292   39.958        7.290    1.600
 1994.375   5  1994      265.253    1.756      520.288    3.940       83.224    1.327      117.165    5.762      102.728    0.801      310.987    0.387     1745.203   37.093        7.530    1.490
 1994.458   6  1994      264.949    1.676      520.429    3.802       83.111    1.246      115.253    4.587      102.461    0.791      310.856    0.364     1744.290   32.867        7.500    1.080
 1994.542   7  1994      265.072    1.910      521.341    4.589       83.058    1.311      114.368    4.515      102.406    1.045      310.836    0.548     1738.599   24.460        7.950    1.190
 1994.625   8  1994      264.854    1.842      521.820    4.636       83.055    1.139      113.289    4.059      102.195    1.089      310.795    0.572     1740.755   24.306        7.970    1.130
 1994.708   9  1994      265.247    1.754      522.877    4.525       82.921    1.039      112.394    3.859      102.191    1.046      311.010    0.473     1746.476   26.395        8.020    1.170
 1994.792  10  1994      265.560    1.708      523.395    4.205       82.916    1.009      111.868    4.311      102.106    0.948      311.184    0.559     1754.365   32.110        8.420    1.440
 1994.875  11  1994      265.396    1.841      523.801    4.329       83.201    0.911      111.009    4.449      101.969    0.928      311.344    0.619     1749.406   32.028        8.150    1.580
 1994.958  12  1994      265.583    1.705      524.570    4.173       83.589    1.097      109.758    4.384      102.069    0.861      311.409    0.532     1748.001   33.558        7.590    1.570
 1995.042   1  1995      265.287    1.762      524.547    4.039       83.725    0.976      108.439    4.357      102.034    0.773      311.492    0.529     1742.936   35.797        7.490    1.610
 1995.125   2  1995      265.431    1.502      525.082    3.478       83.743    0.917      107.804    4.381      102.093    0.591      311.622    0.434     1745.750   36.609        7.370    1.860
 1995.208   3  1995      265.425    1.433      525.415    3.555       84.018    0.897      107.221    4.814      102.167    0.723      311.719    0.509     1746.238   39.498        7.500    1.860
 1995.292   4  1995      265.094    1.560      525.075    3.222       83.827    1.012      106.403    4.584      101.949    0.733      311.639    0.453     1748.788   38.163        7.670    1.800
 1995.375   5  1995      265.019    1.503      525.717    3.046       83.598    0.978      105.188    4.136      101.890    0.763      311.721    0.520     1747.285   33.702        7.550    1.320
 1995.458   6  1995      264.931    1.407      526.302    3.264       83.604    0.837      104.304    3.798      101.854    0.750      311.736    0.467     1741.135   27.041        7.390    0.910
 1995.542   7  1995      264.862    1.228      526.833    3.069       83.631    0.846      103.029    3.171      101.730    0.655      311.716    0.395     1741.689   24.950        7.410    0.840
 1995.625   8  1995      264.681    1.123      527.320    3.144       83.597    0.830      101.347    2.403      101.462    0.659      311.688    0.361     1745.084   25.361        7.840    0.930
 1995.708   9  1995      264.531    1.038      527.620    2.989       83.527    0.882      100.097    2.088      101.405    0.653      311.841    0.367     1753.687   28.091        8.260    1.190
 1995.792  10  1995      264.492    1.155      528.295    3.000       83.442    0.656       99.680    2.598      101.348    0.756      312.129    0.381     1754.099   30.109        8.310    1.570
 1995.875  11  1995      264.551    1.281      529.064    3.289       83.395    0.622       98.009    2.458      101.311    0.756      312.038    0.368     1755.269   33.124        8.400    1.800
 1995.958  12  1995      264.569    1.251      529.322    3.141       83.456    0.543       97.127    2.927      101.246    0.676      312.039    0.307     1750.096   35.897        8.030    2.050
 1996.042   1  1996      264.593    1.055      530.024    2.737       83.627    0.402       96.331    2.989      101.232    0.467      312.132    0.290     1755.431   37.803        7.670    1.930
 1996.125   2  1996      264.596    1.205      530.489    2.925       83.570    0.555       95.674    3.266      101.063    0.474      312.165    0.343     1751.157   37.003        7.300    1.860
 1996.208   3  1996      264.572    1.007      531.009    2.317       83.550    0.585       94.530    3.182      101.110    0.377      312.188    0.382     1747.139   37.817        7.250    1.920
 1996.292   4  1996      264.619    0.938      531.493    2.434       83.771    0.340       93.350    3.257      100.913    0.492      312.269    0.495     1746.964   37.953        7.180    1.780
 1996.375   5  1996      264.784    0.850      532.253    2.437       83.883    0.278       92.890    3.316      100.907    0.519      312.470    0.576     1750.446   34.838        7.700    1.370
 1996.458   6  1996      264.617    0.980      532.849    2.670       83.560    0.453       90.924    2.440      100.660    0.561      312.578    0.587     1745.911   28.611        7.710    1.130
 1996.542   7  1996      264.450    1.009      533.240    2.804       83.436    0.438       89.183    1.629      100.478    0.552      312.761    0.590     1744.327   24.185        7.730    1.140
 1996.625   8  1996      264.227    0.961      533.598    2.942       83.425    0.376       87.446    1.298      100.191    0.592      312.726    0.498     1747.950   25.236        7.920    1.270
 1996.708   9  1996      264.122    0.988      533.884    2.965       83.376    0.414       86.274    0.998      100.081    0.647      312.759    0.475     1751.396   27.590        7.930    1.280
 1996.792  10  1996      263.970    1.057      534.024    2.946       83.442    0.348       84.731    1.107       99.933    0.703      312.879    0.441     1751.347   27.907        7.810    1.470
 1996.875  11  1996      264.129    1.113      534.670    2.939       83.505    0.272       83.766    1.481      100.051    0.743      313.061    0.410     1754.751   32.674        7.860    1.830
 1996.958  12  1996      264.064    1.117      534.870    2.844       83.540    0.288       82.961    1.600       99.995    0.691      313.185    0.365     1755.110   35.251        7.800    1.970
 1997.042   1  1997      264.016    1.095      535.221    2.795       83.619    0.317       82.140    1.881       99.933    0.608      313.264    0.365     1756.100   37.355        7.970    2.120
 1997.125   2  1997      263.760    1.081      535.114    2.607       83.373    0.203       80.940    2.135       99.817    0.556      313.261    0.361     1753.207   37.689        7.720    2.120
 1997.208   3  1997      263.689    1.020      535.385    2.333       83.418    0.219       80.114    1.972       99.790    0.528      313.371    0.384     1754.545   33.984        7.680    1.930
 1997.292   4  1997      263.513    1.055      535.455    2.433       83.398    0.234       78.833    1.967       99.701    0.575      313.414    0.466     1749.805   34.024        7.410    1.790
 1997.375   5  1997      263.269    1.158      535.558    2.633       83.385    0.303       77.991    1.817       99.615    0.661      313.383    0.532     1753.202   33.294        7.650    1.640
 1997.458   6  1997      263.107    1.066      535.606    2.659       83.295    0.305       77.090    1.323       99.479    0.699      313.497    0.463     1751.264   27.530        7.710    1.200
 1997.542   7  1997      263.051    0.945      536.233    2.668       83.289    0.260       75.714    0.859       99.388    0.645      313.555    0.394     1748.318   23.205        7.580    1.040
 1997.625   8  1997      262.950    0.886      536.565    2.686       83.286    0.238       74.426    0.392       99.265    0.659      313.581    0.319     1748.965   21.217        7.600    0.910
 1997.708   9  1997      262.895    0.856      536.736    2.601       83.267    0.209       73.229    0.346       99.197    0.621      313.692    0.262     1751.423   22.594        7.620    0.980
 1997.792  10  1997      262.842    0.934      536.940    2.591       83.276    0.219       72.035    0.392       99.124    0.645      313.824    0.314     1752.152   24.583        7.550    1.230
 1997.875  11  1997      262.874    1.097      537.403    2.861       83.320    0.290       71.362    0.554       99.139    0.731      313.883    0.347     1757.965   30.302        7.890    1.580
 1997.958  12  1997      262.856    1.161      537.507    2.765       83.271    0.294       70.493    0.856       99.140    0.715      313.956    0.356     1757.266   33.743        7.880    1.790
 1998.042   1  1998      262.836    1.084      537.771    2.481       83.309    0.265       69.592    1.090       99.085    0.656      314.083    0.340     1758.734   34.400        7.870    1.950
 1998.125   2  1998      262.424    1.196      537.390    2.653       83.263    0.313       68.412    1.193       98.828    0.684      314.015    0.436     1753.463   38.072        7.680    1.880
 1998.208   3  1998      262.301    1.173      537.647    2.511       83.213    0.282       67.442    1.360       98.776    0.620      313.991    0.472     1754.912   37.290        7.510    1.910
 1998.292   4  1998      261.965    1.259      537.568    2.593       83.111    0.304       66.691    1.232       98.599    0.691      313.971    0.550     1756.866   38.396        7.630    1.880
 1998.375   5  1998      261.866    1.154      537.954    2.380       83.077    0.263       65.740    0.988       98.566    0.724      314.051    0.523     1757.135   32.329        7.560    1.540
 1998.458   6  1998      261.631    1.034      538.250    2.301       83.020    0.208       64.777    0.705       98.421    0.742      314.103    0.495     1757.001   27.019        7.720    1.350
 1998.542   7  1998      261.458    0.863      538.669    2.219       82.944    0.168       63.730    0.309       98.318    0.722      314.111    0.388     1757.404   22.322        7.770    1.120
 1998.625   8  1998      261.243    0.735      538.918    2.050       82.864    0.108       62.639    0.185       98.087    0.641      314.202    0.293     1761.938   22.705        8.020    1.220
 1998.708   9  1998      261.241    0.742      539.380    2.002       82.875    0.093       61.581    0.236       98.022    0.600      314.328    0.265     1768.851   27.240        8.050    1.470
 1998.792  10  1998      261.211    0.819      539.586    2.031       82.877    0.081       60.727    0.257       97.936    0.610      314.477    0.284     1770.686   29.373        7.920    1.530
 1998.875  11  1998      261.406    0.842      540.128    2.049       82.880    0.100       59.809    0.399       98.025    0.594      314.708    0.255     1772.861   32.369        7.810    1.780
 1998.958  12  1998      261.345    0.869      540.294    2.005       82.842    0.110       59.089    0.536       97.936    0.547      314.845    0.234     1774.068   34.597        7.890    1.920
 1999.042   1  1999      261.325    0.827      540.562    1.969       82.868    0.116       58.423    0.764       97.865    0.477      314.990    0.199     1777.188   36.417        8.040    2.060
 1999.125   2  1999      261.195    0.804      540.427    1.879       82.865    0.118       57.608    0.866       97.760    0.470      315.063    0.193     1775.479   35.546        7.860    1.980
 1999.208   3  1999      260.814    0.904      540.088    2.021       82.749    0.165       56.696    0.952       97.559    0.510      314.979    0.293     1770.230   38.527        7.510    2.000
 1999.292   4  1999      260.660    0.872      540.203    1.869       82.690    0.160       55.850    0.881       97.477    0.503      315.095    0.313     1772.932   35.065        7.370    1.800
 1999.375   5  1999      260.339    0.797      540.151    1.755       82.533    0.148       55.026    0.697       97.320    0.503      315.096    0.336     1770.998   29.972        7.340    1.440
 1999.458   6  1999      260.097    0.735      540.226    1.741       82.444    0.112       54.344    0.581       97.162    0.506      315.090    0.301     1769.943   25.597        7.440    1.220
 1999.542   7  1999      259.848    0.623      540.443    1.709       82.345    0.061       53.201    0.240       97.003    0.484      315.056    0.231     1765.732   21.668        7.540    1.150
 1999.625   8  1999      259.793    0.561      540.793    1.616       82.343    0.052       52.195    0.157       96.931    0.467      315.116    0.182     1765.828   19.716        7.460    1.060
 1999.708   9  1999      259.664    0.671      540.901    1.762       82.285    0.079       51.592    0.191       96.702    0.501      315.256    0.275     1771.312   22.818        7.830    1.200
 1999.792  10  1999      259.760    0.810      541.333    1.962       82.299    0.080       50.852    0.205       96.759    0.578      315.391    0.304     1774.183   25.917        7.630    1.430
 1999.875  11  1999      259.835    0.851      541.641    1.949       82.296    0.069       50.104    0.240       96.770    0.556      315.566    0.304     1774.527   28.483        7.680    1.530
 1999.958  12  1999      259.844    0.911      542.024    1.923       82.336    0.066       49.503    0.417       96.794    0.552      315.654    0.280     1774.741   32.457        7.780    1.860
 2000.042   1  2000      259.829    0.865      542.301    1.797       82.323    0.070       48.863    0.596       96.742    0.485      315.801    0.236     1776.184   33.852        7.820    1.910
 2000.125   2  2000      259.654    0.870      542.265    1.763       82.286    0.097       48.159    0.712       96.655    0.450      315.853    0.257     1773.473   34.941        7.590    1.870
 2000.208   3  2000      259.547    0.911      542.420    1.818       82.352    0.115       47.601    0.715       96.602    0.460      315.969    0.335     1774.980   34.698        7.490    1.790
 2000.292   4  2000      259.366    0.980      542.488    1.920       82.273    0.123       46.983    0.787       96.533    0.509      315.966    0.394     1776.698   36.350        7.710    1.870
 2000.375   5  2000      259.219    0.973      542.524    1.953       82.219    0.148       46.263    0.590       96.475    0.582      316.010    0.445     1773.125   31.135        7.340    1.370
 2000.458   6  2000      258.997    1.070      542.661    2.140       82.109    0.170       45.540    0.472       96.364    0.644      316.034    0.517     1769.876   27.297        7.440    1.100
 2000.542   7  2000      258.877    0.952      542.909    2.042       82.048    0.192       44.634    0.183       96.266    0.645      316.161    0.481     1766.164   19.952        7.310    0.860
 2000.625   8  2000      258.768    0.867      543.209    1.946       81.986    0.145       43.950    0.173       96.166    0.621      316.217    0.385     1769.638   20.894        7.680    1.100
 2000.708   9  2000      258.716    0.900      543.390    1.937       81.976    0.159       43.280    0.213       96.066    0.630      316.315    0.386     1772.652   23.702        7.670    1.220
 2000.792  10  2000      258.771    0.954      543.802    1.950       81.955    0.147       42.399    0.241       96.019    0.664      316.500    0.346     1774.860   25.873        7.640    1.440
 2000.875  11  2000      258.833    0.933      543.900    1.969       81.984    0.141       41.977    0.217       96.110    0.627      316.670    0.360     1774.526   31.185        7.400    1.640
 2000.958  12  2000      258.798    0.943      544.030    1.918       81.968    0.172       41.507    0.325       96.095    0.609      316.785    0.357     1775.257   32.645        7.340    1.670
 2001.042   1  2001      258.656    0.975      543.965    1.980       81.964    0.178       40.883    0.497       96.036    0.573      316.868    0.384     1772.513   34.599        7.200    1.750
 2001.125   2  2001      258.451    0.972      543.964    1.897       81.866    0.210       40.339    0.610       95.936    0.515      316.899    0.389     1774.481   35.360        7.270    1.800
 2001.208   3  2001      258.159    0.962      543.782    1.821       81.763    0.218       39.745    0.615       95.795    0.493      316.876    0.445     1771.807   34.881        7.010    1.720
 2001.292   4  2001      257.804    0.999      543.529    1.895       81.635    0.203       39.269    0.623       95.663    0.557      316.742    0.504     1774.521   32.964        7.030    1.610
 2001.375   5  2001      257.482    0.983      543.384    1.899       81.612    0.166       38.665    0.520       95.498    0.588      316.727    0.556     1773.243   29.269        7.110    1.260
 2001.458   6  2001      257.410    0.817      543.670    1.701       81.600    0.115       38.001    0.401       95.515    0.561      316.812    0.435     1772.823   24.008        7.030    1.100
 2001.542   7  2001      257.301    0.653      543.819    1.529       81.513    0.079       37.353    0.219       95.423    0.514      316.897    0.358     1771.875   18.823        7.180    1.090
 2001.625   8  2001      257.053    0.595      543.804    1.501       81.388    0.051       36.645    0.169       95.266    0.512      316.821    0.290     1770.915   17.097        7.250    0.970
 2001.708   9  2001      256.892    0.661      543.897    1.521       81.375    0.068       36.181    0.247       95.137    0.515      316.927    0.312     1776.051   20.065        7.650    1.270
 2001.792  10  2001      257.005    0.743      544.199    1.616       81.373    0.054       35.626    0.229       95.132    0.516      317.123    0.346     1774.865   26.687        7.590    1.390
 2001.875  11  2001      256.891    0.843      544.325    1.587       81.378    0.068       35.037    0.190       95.138    0.558      317.230    0.330     1773.434   27.150        7.140    1.340
 2001.958  12  2001      256.835    0.907      544.501    1.640       81.350    0.076       34.556    0.241       95.117    0.607      317.344    0.308     1776.045   31.681        7.340    1.630
 2002.042   1  2002      256.738    0.822      544.622    1.500       81.334    0.096       34.054    0.420       95.069    0.509      317.449    0.258     1773.804   35.225        7.350    1.760
 2002.125   2  2002      256.521    0.810      544.492    1.460       81.274    0.106       33.565    0.459       94.967    0.460      317.493    0.295     1771.242   35.596        7.110    1.710
 2002.208   3  2002      256.319    0.816      544.435    1.473       81.177    0.104       33.123    0.539       94.871    0.440      317.491    0.343     1774.210   36.888        7.190    1.740
 2002.292   4  2002      256.000    0.884      544.206    1.560       81.018    0.126       32.640    0.541       94.742    0.490      317.453    0.437     1771.196   35.352        7.030    1.640
 2002.375   5  2002      255.624    0.873      543.964    1.603       80.889    0.133       32.150    0.416       94.563    0.530      317.393    0.510     1771.187   31.550        7.090    1.330
 2002.458   6  2002      255.416    0.803      543.924    1.529       80.765    0.073       31.650    0.316       94.495    0.572      317.377    0.499     1768.821   25.653        7.080    1.060
 2002.542   7  2002      255.226    0.673      543.982    1.368       80.734    0.068       31.073    0.171       94.388    0.511      317.428    0.414     1765.892   21.343        7.040    1.010
 2002.625   8  2002      255.021    0.632      544.078    1.321       80.500    0.131       30.411    0.151       94.207    0.541      317.526    0.364     1767.736   19.161        7.160    1.020
 2002.708   9  2002      254.886    0.658      544.120    1.357       80.462    0.143       30.032    0.164       94.109    0.552      317.594    0.361     1773.147   23.744        7.450    1.270
 2002.792  10  2002      254.834    0.767      544.310    1.468       80.430    0.111       29.569    0.179       94.074    0.567      317.718    0.385     1775.762   27.126        7.490    1.540
 2002.875  11  2002      254.850    0.846      544.511    1.551       80.434    0.097       29.161    0.184       94.161    0.625      317.814    0.370     1777.497   31.586        7.350    1.670
 2002.958  12  2002      254.674    0.958      544.399    1.614       80.397    0.143       28.779    0.267       94.123    0.660      317.831    0.426     1776.165   34.519        7.270    1.790
 2003.042   1  2003      254.531    0.899      544.463    1.541       80.340    0.147       28.450    0.340       94.120    0.531      317.932    0.390     1775.065   33.498        7.150    1.780
 2003.125   2  2003      254.162    1.011      544.117    1.708       80.219    0.169       28.062    0.452       93.946    0.557      317.858    0.501     1772.342   38.323        7.210    1.950
 2003.208   3  2003      254.134    0.904      544.297    1.484       80.198    0.142       27.564    0.471       93.964    0.515      318.092    0.471     1774.281   35.119        7.060    1.750
 2003.292   4  2003      253.937    0.979      544.203    1.576       80.091    0.143       27.146    0.483       93.852    0.584      318.151    0.555     1777.300   35.449        7.220    1.630
 2003.375   5  2003      253.706    0.936      544.028    1.582       79.941    0.176       26.846    0.410       93.726    0.624      318.135    0.595     1775.814   32.714        7.060    1.410
 2003.458   6  2003      253.368    0.891      543.766    1.589       79.845    0.147       26.549    0.255       93.568    0.649      318.096    0.625     1774.813   29.008        7.140    1.170
 2003.542   7  2003      253.356    0.677      544.007    1.325       79.874    0.065       26.012    0.175       93.535    0.595      318.214    0.496     1774.308   25.278        7.310    1.150
 2003.625   8  2003      253.254    0.480      544.064    1.100       79.880    0.044       25.443    0.111       93.425    0.532      318.262    0.349     1772.724   22.411        7.250    1.070
 2003.708   9  2003      253.156    0.509      544.172    1.153       79.857    0.037       25.075    0.128       93.301    0.525      318.373    0.346     1776.640   25.268        7.400    1.230
 2003.792  10  2003      253.151    0.583      544.330    1.188       79.846    0.035       24.718    0.116       93.321    0.596      318.498    0.334     1779.771   28.645        7.470    1.410
 2003.875  11  2003      253.123    0.650      544.390    1.223       79.716    0.053       24.296    0.155       93.322    0.603      318.617    0.315     1780.055   32.322        7.430    1.600
 2003.958  12  2003      253.246    0.748      544.642    1.292       79.584    0.076       23.966    0.219       93.436    0.592      318.850    0.320     1782.282   36.709        7.400    1.790
 2004.042   1  2004      252.911    0.804      544.635    1.168       79.579    0.112       23.628    0.265       93.265    0.578      318.911    0.310     1776.484   36.661        7.010    1.860
 2004.125   2  2004      252.779    0.768      544.436    1.262       79.588    0.161       23.334    0.350       93.240    0.510      318.906    0.366     1777.335   39.328        7.040    1.920
 2004.208   3  2004      252.528    0.749      544.286    1.218       79.398    0.075       22.915    0.369       93.128    0.482      318.962    0.394     1777.050   37.873        7.070    1.810
 2004.292   4  2004      252.154    0.783      543.961    1.270       79.206    0.042       22.629    0.404       92.994    0.508      318.906    0.418     1776.294   36.439        7.230    1.520
 2004.375   5  2004      251.897    0.799      543.774    1.269       79.070    0.048       22.267    0.386       92.900    0.555      318.856    0.463     1775.397   34.445        7.120    1.390
 2004.458   6  2004      251.587    0.759      543.560    1.185       78.968    0.050       21.905    0.251       92.757    0.563      318.858    0.464     1770.853   26.609        7.110    1.060
 2004.542   7  2004      251.296    0.629      543.320    1.059       78.909    0.064       21.598    0.155       92.614    0.545      318.817    0.397     1769.050   21.808        7.300    0.990
 2004.625   8  2004      251.225    0.520      543.592    0.798       78.886    0.102       21.148    0.114       92.556    0.484      318.972    0.258     1770.740   21.443        7.190    1.280
 2004.708   9  2004      251.001    0.555      543.413    0.834       78.848    0.059       20.853    0.112       92.347    0.474      318.948    0.231     1775.027   24.498        7.070    1.250
 2004.792  10  2004      250.963    0.646      543.519    0.945       78.868    0.058       20.560    0.123       92.316    0.473      319.087    0.277     1775.958   26.969        7.230    1.500
 2004.875  11  2004      250.989    0.691      543.693    1.025       78.886    0.064       20.247    0.130       92.342    0.453      319.286    0.289     1775.395   28.404        7.150    1.600
 2004.958  12  2004      250.918    0.798      543.712    1.174       78.830    0.089       20.017    0.165       92.337    0.475      319.349    0.317     1775.448   34.630        7.200    1.800
 2005.042   1  2005      250.881    0.772      543.738    1.118       78.817    0.086       19.758    0.220       92.354    0.389      319.468    0.297     1776.512   35.019        7.180    1.820
 2005.125   2  2005      250.504    0.901      543.426    1.333       78.701    0.123       19.503    0.269       92.196    0.416      319.378    0.421     1772.241   38.725        7.060    1.870
 2005.208   3  2005      250.400    0.872      543.511    1.236       78.693    0.080       19.200    0.276       92.217    0.353      319.473    0.444     1772.467   35.357        6.840    1.700
 2005.292   4  2005      249.995    0.857      543.301    1.325       78.658    0.123       18.920    0.295       92.176    0.435      319.489    0.515     1772.325   34.960        6.720    1.550
 2005.375   5  2005      249.715    0.910      543.132    1.402       78.572    0.193       18.704    0.254       92.002    0.543      319.479    0.587     1771.889   32.339        6.940    1.260
 2005.458   6  2005      249.537    0.735      543.169    1.143       78.510    0.187       18.339    0.209       91.883    0.438      319.680    0.489     1769.834   26.790        6.820    1.000
 2005.542   7  2005      249.204    0.646      542.886    1.042       78.448    0.193       18.069    0.111       91.801    0.526      319.682    0.488     1769.806   23.564        7.170    1.010
 2005.625   8  2005      248.973    0.473      542.828    0.856       78.452    0.156       17.756    0.101       91.698    0.492      319.762    0.399     1772.280   23.436        7.310    1.140
 2005.708   9  2005      248.881    0.466      542.904    0.831       78.354    0.094       17.471    0.105       91.613    0.465      319.848    0.328     1777.228   26.689        7.520    1.350
 2005.792  10  2005      248.821    0.499      542.928    0.844       78.325    0.090       17.192    0.106       91.578    0.474      319.977    0.280     1778.148   28.093        7.440    1.480
 2005.875  11  2005      248.834    0.545      543.040    0.890       78.284    0.099       16.916    0.123       91.575    0.461      320.117    0.252     1778.010   30.121        7.330    1.590
 2005.958  12  2005      248.790    0.641      543.065    1.029       78.206    0.142       16.693    0.192       91.532    0.484      320.176    0.261     1780.295   35.962        7.550    1.840
 2006.042   1  2006      248.595    0.609      542.963    0.997       78.187    0.178       16.468    0.221       91.451    0.401      320.266    0.253     1780.444   36.063        7.310    1.890
 2006.125   2  2006      248.410    0.612      542.848    0.981       78.180    0.131       16.229    0.237       91.384    0.325      320.368    0.266     1780.321   35.491        7.170    1.820
 2006.208   3  2006      247.869    0.685      542.357    1.010       78.125    0.117       15.998    0.251       91.234    0.348      320.273    0.351     1772.746   37.467        6.720    1.740
 2006.292   4  2006      247.561    0.703      542.019    1.006       78.045    0.109       15.840    0.284       91.131    0.398      320.225    0.384     1771.986   36.363        6.780    1.640
 2006.375   5  2006      247.398    0.605      541.880    0.847       78.007    0.074       15.621    0.246       91.082    0.384      320.347    0.349     1773.419   31.819        6.780    1.440
 2006.458   6  2006      247.070    0.626      541.529    0.773       77.900    0.107       15.385    0.197       90.898    0.435      320.283    0.365     1770.828   28.057        6.930    1.210
 2006.542   7  2006      246.859    0.589      541.266    0.683       77.859    0.099       15.092    0.095       90.772    0.460      320.350    0.365     1770.142   23.864        7.150    1.180
 2006.625   8  2006      246.509    0.533      540.919    0.603       77.662    0.031       14.861    0.064       90.516    0.417      320.266    0.310     1769.458   21.947        7.200    1.130
 2006.708   9  2006      246.385    0.503      540.879    0.571       77.657    0.026       14.548    0.122       90.373    0.368      320.400    0.283     1773.800   24.425        7.330    1.280
 2006.792  10  2006      246.371    0.640      540.899    0.737       77.689    0.075       14.356    0.121       90.332    0.410      320.490    0.307     1775.330   25.834        7.450    1.500
 2006.875  11  2006      246.371    0.639      540.822    0.811       77.679    0.086       14.130    0.082       90.347    0.469      320.593    0.324     1776.991   31.036        7.270    1.550
 2006.958  12  2006      246.377    0.698      540.845    0.897       77.638    0.078       13.978    0.095       90.343    0.433      320.762    0.330     1778.622   34.668        7.490    1.870
 2007.042   1  2007      246.185    0.702      540.620    0.968       77.579    0.088       13.722    0.149       90.188    0.380      320.864    0.416     1774.415   37.806        7.270    1.900
 2007.125   2  2007      246.156    0.610      540.600    0.839       77.595    0.079       13.531    0.199       90.185    0.294      321.008    0.337     1778.395   35.443        7.360    1.750
 2007.208   3  2007      245.907    0.686      540.321    0.941       77.469    0.098       13.397    0.213       90.061    0.325      320.993    0.401     1779.463   36.439        7.360    1.740
 2007.292   4  2007      245.644    0.753      540.016    1.019       77.328    0.094       13.221    0.234       89.957    0.370      321.033    0.534     1777.670   36.667        7.090    1.620
 2007.375   5  2007      245.449    0.776      539.701    0.938       77.246    0.082       13.033    0.213       89.916    0.431      321.062    0.566     1779.740   33.668        7.240    1.460
 2007.458   6  2007      245.206    0.788      539.092    0.950       77.113    0.058       12.806    0.151       89.695    0.478      320.969    0.550     1778.052   28.359        7.350    1.180
 2007.542   7  2007      245.042    0.696      538.943    0.781       77.041    0.043       12.567    0.096       89.607    0.458      320.959    0.447     1775.853   23.778        7.380    1.030
 2007.625   8  2007      244.796    0.555      538.805    0.716       77.015    0.036       12.333    0.068       89.584    0.441      321.031    0.393     1777.730   22.978        7.420    1.000
 2007.708   9  2007      244.650    0.567      538.666    0.734       76.956    0.037       12.112    0.072       89.383    0.419      321.203    0.400     1785.290   25.929        7.560    1.190
 2007.792  10  2007      244.649    0.561      538.772    0.678       76.935    0.033       11.903    0.082       89.421    0.406      321.429    0.324     1787.346   28.488        7.340    1.350
